,data,Dias_Uteis_Mes,Fundo,%_dia,%_cdi_dia,%_mes,cdi_Acum,cota_proj,cdi_proj,alfa,%_ano,%_cdi_ano,falta_cdi_100_mes,falta_cdi_130_mes,falta_cdi_100_ano,falta_cdi_130_ano
0,31/01/2018,0,BENF,-0.1392,-526,0.5889,139,0.5889,49,-0.6107,0.5889,139,134531.59,213808.24,158037259.25,205487354.20
